open,high,low,close,VolumeBTC,target
0.493447328,0.542883439,0.488237394,0.552517174,1.11E-05,0
0.495737435,0.492428674,0.46707596,0.493340802,1.17E-05,0
0.529026204,0.532010044,0.501813833,0.495876968,6.36E-06,0
0.524899203,0.52768191,0.530996587,0.528908557,3.27E-06,0
0.544473002,0.548286773,0.524939635,0.524802884,5.32E-06,0
0.57996076,0.567904243,0.535938824,0.544910308,7.49E-06,0
0.555358728,0.570995517,0.560136223,0.579519563,5.26E-06,0
0.542124128,0.553060484,0.541332666,0.555326795,5.53E-06,0
0.550829118,0.54827965,0.537804398,0.542031544,5.63E-06,0
0.527017018,0.542661159,0.515038368,0.551647848,5.68E-06,0
0.511713872,0.527775096,0.503385902,0.526962921,3.86E-06,0
0.527255348,0.53985613,0.506789959,0.511448284,5.77E-06,0
0.570100477,0.562492768,0.52283033,0.527181625,7.98E-06,0
0.580799516,0.584653153,0.56069358,0.568889862,5.33E-06,0
0.56724185,0.591551679,0.570479715,0.580850186,5.45E-06,0
0.574105197,0.578409692,0.549709067,0.567320801,7.46E-06,0
0.513068169,0.577828188,0.518533351,0.573881033,1.32E-05,0
0.553714754,0.553866448,0.468323509,0.51255679,1.21E-05,0
0.551401051,0.562243739,0.531147878,0.554008932,7.41E-06,0
0.599596887,0.61181549,0.504823171,0.551555114,1.70E-05,0
0.543609463,0.622022482,0.527214301,0.600603884,1.90E-05,0
0.634244108,0.630768736,0.452567113,0.543324332,4.20E-05,0
0.644341534,0.663775187,0.633476707,0.633793047,8.13E-06,0
0.686860332,0.675062904,0.634631212,0.644411324,1.59E-05,0
0.691415912,0.720878141,0.659887802,0.686718252,7.45E-06,0
0.737872352,0.734120874,0.700420741,0.690637417,4.68E-06,0
0.735316164,0.746638762,0.737141591,0.737695001,5.19E-06,0
0.730979919,0.744439515,0.689096125,0.734943098,1.18E-05,0
0.839968664,0.840395504,0.731911597,0.730367227,8.24E-06,0
0.826475106,0.825146583,0.822232577,0.839825215,5.44E-06,0
0.863303955,0.863390202,0.807103435,0.826724038,8.53E-06,0
0.872634302,0.858994324,0.848799351,0.862697746,3.35E-06,0
0.848981287,0.862826725,0.859715027,0.872779946,3.79E-06,0
0.834954528,0.850900226,0.834156006,0.848995208,5.48E-06,0
0.851148816,0.846204292,0.834078696,0.835131979,6.66E-06,0
0.787406161,0.839746546,0.798396613,0.850897369,7.13E-06,0
0.846853529,0.829195594,0.800759634,0.787495586,7.44E-06,0
0.837538022,0.854624032,0.852490862,0.846630711,4.71E-06,0
0.856727613,0.839606839,0.845902272,0.83773254,2.44E-06,0
0.85520874,0.848067575,0.860806293,0.855971482,2.91E-06,0
0.792810589,0.840202736,0.800857368,0.85483434,6.23E-06,0
0.812288372,0.799952927,0.790157283,0.792794486,5.40E-06,0
0.815201166,0.818280039,0.811816011,0.812201878,5.88E-06,0
0.799182732,0.804024036,0.804467182,0.815012389,5.32E-06,0
0.726577042,0.787820576,0.736344587,0.799908156,7.83E-06,0
0.741470308,0.732638184,0.708827552,0.726537235,5.40E-06,0
0.757073518,0.741628816,0.734685374,0.741233883,4.46E-06,0
0.76473407,0.754770222,0.717160684,0.756927608,1.51E-05,0
0.796335828,0.803623234,0.760959702,0.764454649,1.01E-05,0
0.835951775,0.823368198,0.809051917,0.795944033,5.93E-06,0
0.824102489,0.827278812,0.805590521,0.835959909,7.59E-06,0
0.832506078,0.834751137,0.818493864,0.823961749,7.50E-06,0
0.888719812,0.875468183,0.777467866,0.83265724,1.67E-05,0
0.909308963,0.906908208,0.900551155,0.888322774,4.00E-06,0
0.936184333,0.92121204,0.906078889,0.90915382,7.48E-06,0
0.931835622,0.925209443,0.935684503,0.935905011,4.45E-06,0
0.941503727,0.940326363,0.925519232,0.932149651,7.77E-06,0
0.885247996,0.923953831,0.902114449,0.940731487,7.40E-06,0
0.887583662,0.887109164,0.895777002,0.885345935,4.80E-06,0
0.884629465,0.879032657,0.892812296,0.887535944,2.36E-06,0
0.860229999,0.88692977,0.873217787,0.884385507,5.07E-06,0
0.859297454,0.85302853,0.870001785,0.859794353,3.44E-06,0
0.827335084,0.84220151,0.840091017,0.859602059,5.94E-06,0
0.858684859,0.849797549,0.83648317,0.827497218,7.06E-06,0
0.875164075,0.861513399,0.863323328,0.858440287,3.51E-06,0
0.861486501,0.858694559,0.857029605,0.874860899,3.11E-06,0
0.844427042,0.847369771,0.851980253,0.861316973,1.87E-06,0
0.872674666,0.866274316,0.85887536,0.844287134,2.15E-06,0
0.869356296,0.870659582,0.88199269,0.873059632,3.32E-06,0
0.870038342,0.861747454,0.874207536,0.868978293,3.61E-06,0
0.869708746,0.866489182,0.855720177,0.869780257,5.95E-06,0
0.852730462,0.860274214,0.860221854,0.869453982,4.39E-06,0
0.825523121,0.845940434,0.828169555,0.852235263,6.94E-06,0
0.825932259,0.819341866,0.824918151,0.825391635,2.68E-06,0
0.815001271,0.820986213,0.813886586,0.826111251,3.38E-06,0
0.758778336,0.798143433,0.773265293,0.814863718,6.31E-06,0
